id,studyid,study_author,study_year,domain,substudy_author,substudy_year,outcome,treatment,n,d,r,source,n_win,study_name
420,4,Lau et al.,2007,Negative political campaigns,"McBride, Toburen, and Thomas",1993,Actual turnout,Exposure to description of four negative ads,70,0.06,0.029986509105671005,Table 1A,70,Lau et al. (2007)
421,4,Lau et al.,2007,Negative political campaigns,Meirick and Pfau,2005,Affect for attacker,Positive or contrast ad,117,0.08,0.039968038348871575,Table 1A,117,Lau et al. (2007)
422,4,Lau et al.,2007,Negative political campaigns,Merritt,1984,Affect toward attacker,Exposure to negative and neutral ads,314,0.86,0.3950277506594153,Table 1A,314,Lau et al. (2007)
423,4,Lau et al.,2007,Negative political campaigns,Merritt,1984,Affect toward target,Exposure to negative and neutral ads,314,0.77,0.35929173774214684,Table 1A,314,Lau et al. (2007)
424,4,Lau et al.,2007,Negative political campaigns,Merritt,1984,Correct recall of ad,Exposure to negative and neutral ads,314,0.29,0.14349931046699432,Table 1A,314,Lau et al. (2007)
425,4,Lau et al.,2007,Negative political campaigns,Min,2004,Intended turnout,Positive or negative tone and focus of news coverage of campaign,113,0.13,0.06486312108268012,Table 1A,113,Lau et al. (2007)
426,4,Lau et al.,2007,Negative political campaigns,Min,2004,Vote intention,Positive or negative tone and focus of news coverage of campaign,113,0.04,0.01999600119960014,Table 1A,113,Lau et al. (2007)
427,4,Lau et al.,2007,Negative political campaigns,Min,2004,Affect for campaign,Positive or negative tone and focus of news coverage of campaign,113,0.44,0.21486178267511977,Table 1A,113,Lau et al. (2007)
428,4,Lau et al.,2007,Negative political campaigns,Naman,2000,Affect for attacker,Comparative versus positive ads,63,0.1,0.04993761694389223,Table 1A,63,Lau et al. (2007)
429,4,Lau et al.,2007,Negative political campaigns,Naman,2000,Vote intention,Comparative versus positive ads,63,0.13,0.06486312108268012,Table 1A,63,Lau et al. (2007)
430,4,Lau et al.,2007,Negative political campaigns,Newhagen and Reeves,1991,Memory for each ad,"Reactions to actual Bush and Dukakis positive, negative, or comparative ads",30,1.3,0.5449883505954141,Table 1A,41,Lau et al. (2007)
431,4,Lau et al.,2007,Negative political campaigns,Niven,2006,Turnout,Negative direct mail ads,1400,0.14,0.06982912769991387,Table 1A,1400,Lau et al. (2007)
432,4,Lau et al.,2007,Negative political campaigns,Niven,2006,Knowledge of candidates,Negative direct mail ads,168,0.09,0.0449545065814817,Table 1A,168,Lau et al. (2007)
433,4,Lau et al.,2007,Negative political campaigns,Niven,2005,Knowledge of candidates,Perceptions of tone,301,0.19,0.09457419252642066,Table 1A,301,Lau et al. (2007)
434,4,Lau et al.,2007,Negative political campaigns,Patterson and Shea,2001,Internal political efficacy,Tone of just-completed congressional elections,169,0.02,0.009999500037496877,Table 1A,169,Lau et al. (2007)
435,4,Lau et al.,2007,Negative political campaigns,Patterson and Shea,2001,Government responsiveness,Tone of just-completed congressional elections,169,0.04,0.01999600119960014,Table 1A,169,Lau et al. (2007)
436,4,Lau et al.,2007,Negative political campaigns,Patterson and Shea,2001,Interest in the campaign,Tone of just-completed congressional elections,169,0.14,0.06982912769991387,Table 1A,169,Lau et al. (2007)
437,4,Lau et al.,2007,Negative political campaigns,Pfau et al.,1989,Affect toward attacker,Exposure to attack ad,374,0.75,0.3511234415883917,Table 1A,374,Lau et al. (2007)
438,4,Lau et al.,2007,Negative political campaigns,Pfau et al.,1989,Vote intention,Exposure to attack ad,374,0.92,0.41790560823214434,Table 1A,374,Lau et al. (2007)
439,4,Lau et al.,2007,Negative political campaigns,Pinkleton,1997,Affect toward attacker,Amount of negative information about target included in ad,165,0.44,0.21486178267511977,Table 1A,165,Lau et al. (2007)
440,4,Lau et al.,2007,Negative political campaigns,Pinkleton,1997,Affect toward target,Amount of negative information about target included in ad,165,0.67,0.31764972280836923,Table 1A,165,Lau et al. (2007)
441,4,Lau et al.,2007,Negative political campaigns,Pinkleton,1998,Affect toward attacker,Amount of negative information about target included in ad,165,0.4,0.19611613513818402,Table 1A,165,Lau et al. (2007)
442,4,Lau et al.,2007,Negative political campaigns,Pinkleton,1998,Affect toward target,Amount of negative information about target included in ad,165,0.04,0.01999600119960014,Table 1A,165,Lau et al. (2007)
443,4,Lau et al.,2007,Negative political campaigns,Pinkleton,1998,Likelihood of voting for target or sponsor,Amount of negative information about target included in ad,165,0.03,0.014998312784712243,Table 1A,165,Lau et al. (2007)
444,4,Lau et al.,2007,Negative political campaigns,Pinkleton and Garramone,1992,Intended turnout,Number of negative ads,405,0.01,0.004999937501171851,Table 1A,405,Lau et al. (2007)
445,4,Lau et al.,2007,Negative political campaigns,Pinkleton and Garramone,1992,Interest in campaign,Number of negative ads,405,0.2,0.09950371902099893,Table 1A,405,Lau et al. (2007)
446,4,Lau et al.,2007,Negative political campaigns,"Pinkleton, Um, and Austin",2002,Trust in government,Simulations of direct mail political ads,236,0.14,0.06982912769991387,Table 1A,236,Lau et al. (2007)
447,4,Lau et al.,2007,Negative political campaigns,"Pinkleton, Um, and Austin",2002,External political efficacy,Simulations of direct mail political ads,236,0.19,0.09457419252642066,Table 1A,236,Lau et al. (2007)
448,4,Lau et al.,2007,Negative political campaigns,"Pinkleton, Um, and Austin",2002,Belief in citizen’s duty to vote,Simulations of direct mail political ads,236,0,0,Table 1A,236,Lau et al. (2007)
449,4,Lau et al.,2007,Negative political campaigns,Rahn and Hirshorn,1999,Vote intention,Exposure to 4 positive or 4 negative ads,69,0.32,0.15799050110667284,Table 1A,69,Lau et al. (2007)
450,4,Lau et al.,2007,Negative political campaigns,Rahn and Hirshorn,1999,Public mood,Exposure to 4 positive or 4 negative ads,69,0.87,0.39889375923790543,Table 1A,69,Lau et al. (2007)
451,4,Lau et al.,2007,Negative political campaigns,Rahn and Hirshorn,1999,Liking for the government,Exposure to 4 positive or 4 negative ads,69,0.42,0.2055172342864138,Table 1A,69,Lau et al. (2007)
452,4,Lau et al.,2007,Negative political campaigns,Rahn and Hirshorn,1999,Internal political efficacy,Exposure to 4 positive or 4 negative ads,69,0,0,Table 1A,69,Lau et al. (2007)
453,4,Lau et al.,2007,Negative political campaigns,Rahn and Hirshorn,1999,Government responsiveness,Exposure to 4 positive or 4 negative ads,69,0,0,Table 1A,69,Lau et al. (2007)
454,4,Lau et al.,2007,Negative political campaigns,Roberts,1995,Memory for ad,Reported recall of Bush or Clinton ads,931,0.05,0.024992191160203066,Table 1A,931,Lau et al. (2007)
455,4,Lau et al.,2007,Negative political campaigns,Roddy and Garramone,1988,Affect for sponsor of response ad,Positive or negative response to attack ad,274,0.09,0.0449545065814817,Table 1A,274,Lau et al. (2007)
456,4,Lau et al.,2007,Negative political campaigns,Roddy and Garramone,1988,Affect for target,Positive or negative response to attack ad,274,0.06,0.029986509105671005,Table 1A,274,Lau et al. (2007)
457,4,Lau et al.,2007,Negative political campaigns,Roddy and Garramone,1988,Intended vote for/against sponsor of response ad,Positive or negative response to attack ad,274,0.1,0.04993761694389223,Table 1A,274,Lau et al. (2007)
458,4,Lau et al.,2007,Negative political campaigns,Sanders and Norris,2002,Affect for target,Advocacy and attack Party Election Broadcasts,919,0.16,0.07974522228289,Table 1A,919,Lau et al. (2007)
459,4,Lau et al.,2007,Negative political campaigns,Sanders and Norris,2002,Affect for sponsor,Advocacy and attack Party Election Broadcasts,919,0.05,0.024992191160203066,Table 1A,919,Lau et al. (2007)
460,4,Lau et al.,2007,Negative political campaigns,Schultz and Pancer,1997,Affect for attacker,Candidate attacks,134,0,0,Table 1A,134,Lau et al. (2007)
461,4,Lau et al.,2007,Negative political campaigns,Schultz and Pancer,1997,Vote intention,Candidate attacks,134,0,0,Table 1A,134,Lau et al. (2007)
462,4,Lau et al.,2007,Negative political campaigns,Shapiro and Rieger,1992,Affect for attacker,Positive or negative radio ads,106,1.89,0.6868369227596514,Table 1A,106,Lau et al. (2007)
463,4,Lau et al.,2007,Negative political campaigns,Shapiro and Rieger,1992,Affect for target of ad,Positive or negative radio ads,106,0.5,0.24253562503633297,Table 1A,106,Lau et al. (2007)
464,4,Lau et al.,2007,Negative political campaigns,Shapiro and Rieger,1992,Vote intention,Positive or negative radio ads,106,1.29,0.5420311605378559,Table 1A,106,Lau et al. (2007)
465,4,Lau et al.,2007,Negative political campaigns,Shapiro and Rieger,1992,Memory for ad,Positive or negative radio ads,106,0.54,0.26066585229076455,Table 1A,106,Lau et al. (2007)
466,4,Lau et al.,2007,Negative political campaigns,Shen and Wu,2002,Affect for target,Positive or negative issue-based newspaper ads,150,0.49,0.23796223013570103,Table 1A,150,Lau et al. (2007)
467,4,Lau et al.,2007,Negative political campaigns,Shen and Wu,2002,Affect for attacker,Positive or negative issue-based newspaper ads,150,0.49,0.23796223013570103,Table 1A,150,Lau et al. (2007)
468,4,Lau et al.,2007,Negative political campaigns,Shen and Wu,2002,Differential affect,Positive or negative issue-based newspaper ads,150,0.55,0.2651564830210424,Table 1A,150,Lau et al. (2007)
469,4,Lau et al.,2007,Negative political campaigns,Shen and Wu,2002,Vote intention,Positive or negative issue-based newspaper ads,150,0.55,0.2651564830210424,Table 1A,150,Lau et al. (2007)
470,4,Lau et al.,2007,Negative political campaigns,Sides,2006,Intended vote choice,Advertising tone,NA,0.23,0.11424702291443903,Table 1A,NA,Lau et al. (2007)
471,4,Lau et al.,2007,Negative political campaigns,Sides et al.,2003,Perceived usefulness of information from campaigns,Advertising tone,NA,0.11,0.05491700075713547,Table 1A,NA,Lau et al. (2007)
472,4,Lau et al.,2007,Negative political campaigns,Sides et al.,2005,"Intended turnout, California",Advertising tone,NA,0.03,0.014998312784712243,Table 1A,NA,Lau et al. (2007)
473,4,Lau et al.,2007,Negative political campaigns,Sides et al.,2005,"Intended turnout, Illinois",Advertising tone,NA,0.11,0.05491700075713547,Table 1A,NA,Lau et al. (2007)
474,4,Lau et al.,2007,Negative political campaigns,Sonner,1998,Liking for target,Characterization of ad campaigns,NA,0.04,0.01999600119960014,Table 1A,NA,Lau et al. (2007)
475,4,Lau et al.,2007,Negative political campaigns,Sonner,1998,Liking for attacker,Characterization of ad campaigns,NA,0.04,0.01999600119960014,Table 1A,NA,Lau et al. (2007)
476,4,Lau et al.,2007,Negative political campaigns,Sonner,1998,Vote intention,Characterization of ad campaigns,NA,0.15,0.07478994824163424,Table 1A,NA,Lau et al. (2007)
477,4,Lau et al.,2007,Negative political campaigns,Stevens,2002,Reported probability of voting,Exposure to negative Bush or Gore ad,492,0.07,0.034978582175618625,Table 1A,492,Lau et al. (2007)
478,4,Lau et al.,2007,Negative political campaigns,Stevens,2002,Public mood,Exposure to negative Bush or Gore ad,492,0.25,0.12403473458920847,Table 1A,492,Lau et al. (2007)
479,4,Lau et al.,2007,Negative political campaigns,Stevens,2002,External political efficacy,Exposure to negative Bush or Gore ad,492,0.17,0.0846945914398115,Table 1A,492,Lau et al. (2007)
480,4,Lau et al.,2007,Negative political campaigns,Stevens,2005,Quantity of information,Exposure to 0–3 negative ads,190,0.1,0.04993761694389223,Table 1A,190,Lau et al. (2007)
481,4,Lau et al.,2007,Negative political campaigns,Stevens,2005,Perceptions of policy differences,Exposure to 0–3 negative ads,190,0.07,0.034978582175618625,Table 1A,190,Lau et al. (2007)
482,4,Lau et al.,2007,Negative political campaigns,Stevens,2005,Accuracy of placement on issues,Exposure to 0–3 negative ads,190,0.27,0.13378637625248027,Table 1A,190,Lau et al. (2007)
483,4,Lau et al.,2007,Negative political campaigns,Stevens,NA,Reported turnout,Number of negative ads from proportion of negativism in media market,1205,0.02,0.009999500037496877,Table 1A,1205,Lau et al. (2007)
484,4,Lau et al.,2007,Negative political campaigns,Stevens,NA,Memory for ad,Number of negative ads from proportion of negativism in media market,1205,0.01,0.004999937501171851,Table 1A,1205,Lau et al. (2007)
485,4,Lau et al.,2007,Negative political campaigns,Stevens,NA,Candidate knowledge,Number of negative ads from proportion of negativism in media market,1205,0.07,0.034978582175618625,Table 1A,1205,Lau et al. (2007)
486,4,Lau et al.,2007,Negative political campaigns,Stevens,NA,Interest in campaign,Number of negative ads from proportion of negativism in media market,1205,0.13,0.06486312108268012,Table 1A,1205,Lau et al. (2007)
487,4,Lau et al.,2007,Negative political campaigns,Stevens,NA,Internal political efficacy,Number of negative ads from proportion of negativism in media market,1205,0.12,0.059892290727946725,Table 1A,1205,Lau et al. (2007)
488,4,Lau et al.,2007,Negative political campaigns,Stevens,NA,External political efficacy,Number of negative ads from proportion of negativism in media market,1205,0.03,0.014998312784712243,Table 1A,1205,Lau et al. (2007)
489,4,Lau et al.,2007,Negative political campaigns,Stevens,NA,Satisfaction with democracy,Number of negative ads from proportion of negativism in media market,1205,0.08,0.039968038348871575,Table 1A,1205,Lau et al. (2007)
490,4,Lau et al.,2007,Negative political campaigns,Sulfaro,1998,Affect for target,Reported recall of positive or negative ad,4054,0.02,0.009999500037496877,Table 1A,4054,Lau et al. (2007)
491,4,Lau et al.,2007,Negative political campaigns,Sulfaro,1998,Affect for sponsor,Reported recall of positive or negative ad,4054,0.02,0.009999500037496877,Table 1A,4054,Lau et al. (2007)
492,4,Lau et al.,2007,Negative political campaigns,Sulfaro,1998,Memory for ads,Reported recall of positive or negative ad,4054,0.39,0.19139505140335558,Table 1A,4054,Lau et al. (2007)
493,4,Lau et al.,2007,Negative political campaigns,"Thorson, Christ, and Caywood",1991,Affect for sponsor of ad,Attack ads,161,0.35,0.1723803317522482,Table 1A,161,Lau et al. (2007)
494,4,Lau et al.,2007,Negative political campaigns,"Thorson, Christ, and Caywood",1991,Vote intention,Attack ads,161,0,0,Table 1A,161,Lau et al. (2007)
495,4,Lau et al.,2007,Negative political campaigns,"Thorson, Christ, and Caywood",1991,Memory for ad,Attack ads,161,0.35,0.1723803317522482,Table 1A,161,Lau et al. (2007)
496,4,Lau et al.,2007,Negative political campaigns,Thorson et al.,2000,Turnout,Exposure to positive and negative ads,657,0,0,Table 1A,657,Lau et al. (2007)
497,4,Lau et al.,2007,Negative political campaigns,Thorson et al.,2000,Public mood,Exposure to positive and negative ads,657,0.09,0.0449545065814817,Table 1A,657,Lau et al. (2007)
498,4,Lau et al.,2007,Negative political campaigns,Thorson et al.,2000,Internal political efficacy,Exposure to positive and negative ads,657,0.06,0.029986509105671005,Table 1A,657,Lau et al. (2007)
499,4,Lau et al.,2007,Negative political campaigns,Thorson et al.,2000,Trust in government,Exposure to positive and negative ads,657,0.16,0.07974522228289,Table 1A,657,Lau et al. (2007)
500,4,Lau et al.,2007,Negative political campaigns,Thorson et al.,2000,Knowledge of candidates,Exposure to positive and negative ads,657,0.06,0.029986509105671005,Table 1A,657,Lau et al. (2007)
501,4,Lau et al.,2007,Negative political campaigns,Tinkham and Weaver-Lariscy,1991,Actual outcome of election,Media strategy,242,0.1,0.04993761694389223,Table 1A,242,Lau et al. (2007)
502,4,Lau et al.,2007,Negative political campaigns,Tinkham and Weaver-Lariscy,1993,Differential affect,Positive or negative tone,201,4.38,0.909653887737676,Table 1A,201,Lau et al. (2007)
503,4,Lau et al.,2007,Negative political campaigns,Wadsworth et al.,1987,Affect toward sponsor of ad,Aggressive or nonaggressive ad,44,0.3,0.14834045293024462,Table 1A,44,Lau et al. (2007)
504,4,Lau et al.,2007,Negative political campaigns,"Wanta, Lemert, and Lee",1999,Trust in government,Perception of exposure to negative ads,147,0.12,0.059892290727946725,Table 1A,147,Lau et al. (2007)
505,4,Lau et al.,2007,Negative political campaigns,"Wanta, Lemert, and Lee",1999,Knowledge of candidates,Perception of exposure to negative ads,147,0,0,Table 1A,147,Lau et al. (2007)
